seed,corrupt,r01,r10,precision,recall,f1,TP,FP,FN
119,10,0.3,0.5,0.3125,1.0,0.47619047619047616,10,22,0
119,10,0.3,0.4,0.47619047619047616,1.0,0.6451612903225806,10,11,0
119,10,0.3,0.3,0.5714285714285714,0.8,0.6666666666666666,8,6,2
119,10,0.4,0.6,0.20930232558139536,0.9,0.339622641509434,9,34,1
119,10,0.5,0.3,0.5714285714285714,0.8,0.6666666666666666,8,6,2
119,10,0.5,0.4,0.47619047619047616,1.0,0.6451612903225806,10,11,0
119,10,0.5,0.5,0.38461538461538464,1.0,0.5555555555555556,10,16,0
119,10,0.7,0.5,0.4166666666666667,1.0,0.5882352941176471,10,14,0
119,10,0.7,0.4,0.5333333333333333,0.8,0.64,8,7,2
119,10,0.7,0.3,0.5714285714285714,0.8,0.6666666666666666,8,6,2
119,50,0.3,0.6,0.45794392523364486,0.98,0.624203821656051,49,58,1
119,50,0.3,0.7,0.47058823529411764,0.96,0.631578947368421,48,54,2
119,50,0.4,0.5,0.7246376811594203,1.0,0.8403361344537814,50,19,0
119,50,0.5,0.7,0.4854368932038835,1.0,0.6535947712418301,50,53,0
119,50,0.5,0.6,0.47619047619047616,1.0,0.6451612903225806,50,55,0
119,50,0.4,0.4,0.819672131147541,1.0,0.9009009009009009,50,11,0
119,50,0.4,0.3,0.8928571428571429,1.0,0.9433962264150945,50,6,0
119,50,0.6,0.3,0.8928571428571429,1.0,0.9433962264150945,50,6,0
119,50,0.6,0.4,0.8333333333333334,1.0,0.9090909090909091,50,10,0
119,50,0.7,0.6,0.49504950495049505,1.0,0.6622516556291391,50,51,0
119,50,0.7,0.7,0.45454545454545453,1.0,0.625,50,60,0
119,50,0.6,0.5,0.7692307692307693,1.0,0.8695652173913044,50,15,0
119,50,0.3,0.5,0.6944444444444444,1.0,0.819672131147541,50,22,0
119,50,0.3,0.4,0.819672131147541,1.0,0.9009009009009009,50,11,0
119,50,0.3,0.3,0.8928571428571429,1.0,0.9433962264150945,50,6,0
119,50,0.4,0.6,0.6,0.96,0.7384615384615384,48,32,2
119,50,0.5,0.3,0.8928571428571429,1.0,0.9433962264150945,50,6,0
119,50,0.5,0.4,0.819672131147541,1.0,0.9009009009009009,50,11,0
119,50,0.5,0.5,0.7575757575757576,1.0,0.8620689655172413,50,16,0
119,50,0.4,0.7,0.5051546391752577,0.98,0.6666666666666666,49,48,1
119,50,0.6,0.7,0.45045045045045046,1.0,0.6211180124223602,50,61,0
119,50,0.7,0.5,0.78125,1.0,0.8771929824561403,50,14,0
119,50,0.7,0.4,0.847457627118644,1.0,0.9174311926605504,50,9,0
119,50,0.7,0.3,0.8928571428571429,1.0,0.9433962264150945,50,6,0
119,50,0.6,0.6,0.4854368932038835,1.0,0.6535947712418301,50,53,0
86,100,0.4,0.5,0.7661290322580645,0.95,0.8482142857142857,95,29,5
86,100,0.5,0.7,0.736,0.92,0.8177777777777778,92,33,8
86,100,0.5,0.6,0.7672413793103449,0.89,0.8240740740740741,89,27,11
86,100,0.4,0.4,0.8,0.96,0.8727272727272728,96,24,4
86,100,0.4,0.3,0.8362068965517241,0.97,0.8981481481481481,97,19,3
86,100,0.6,0.3,0.9157894736842105,0.87,0.8923076923076922,87,8,13
86,100,0.6,0.4,0.8529411764705882,0.87,0.8613861386138614,87,15,13
86,100,0.7,0.6,0.7870370370370371,0.85,0.8173076923076923,85,23,15
86,100,0.7,0.7,0.7706422018348624,0.84,0.8038277511961722,84,25,16
